当前比赛序号,当前主队,当前客队,历史比赛序号,历史比赛结果,历史PRO_最终预测结果,历史PRO_gap,历史PRO融合模型预测结果,历史PRO融合模型_gap,历史主队,历史客队,PRO_pattern_0_1_2,PRO_pattern_1_2_3,PRO_pattern_2_3_4,ENS_pattern_0_1_2,ENS_pattern_1_2_3,ENS_pattern_2_3_4,,parity,parity(严格）,,,,,,,,,,,,,,,,,,,
129,切斯卡阿森纳,,1503,主胜,主胜,0.4033,主胜,0.1016,,50,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,多马日利采,,2074,平局,平局,0.5303,客胜,0.0112,"有0.5时  0.01没有！！！
右边的这种1-4-7  1-7-13 有一种
整体大有
53+1=54有  46+7=53有  51+3=54有 
53+1=51+3 有  33+13=46有",54,(3)5-2,(2)5-3,(15)18-3,,,,2,1,1,,,,,,,,,,,,,,,,,,,
130,多马日利采,,926,客胜,平局,0.4683,客胜,0.0717,,53,(2)2-4,(2)1-3,(8)1-9,,,,,1,1,,,,,,,,,,,,,,,,,,,
130,多马日利采,,2051,平局,平局,0.515,客胜,0.0334,,54,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
130,多马日利采,,160,平局,平局,0.5427,客胜,0.0414,,58,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
130,多马日利采,,258,主胜,平局,0.3342,客胜,0.1316,,46,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,帕塔尼,79,主胜,客胜,0.0817,主胜,0.0087,"14+8=21 没有！！
8-8 2-2有 
8+0=8没有
两个0.08时 没有0.0087
21+0=21有",8,(4)0-4,(10)4-14,(10)2-12,,,,2,1,1,,,,,,,,,,,,,,,,,,,
131,,帕塔尼,1189,主胜,客胜,0.0844,主胜,0.021,,10,(2)2-4,(4)0-4,(11)4-15,,,,,1,1,,,,,,,,,,,,,,,,,,,
131,,帕塔尼,1853,平局,客胜,0.1207,主胜,0.062,,18,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
131,,帕塔尼,1348,主胜,客胜,0.2642,主胜,0.0273,,28,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
131,,帕塔尼,1823,主胜,客胜,0.1484,主胜,0.2131,,35,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"
","
",79,主胜,客胜,0.0817,主胜,0.0087,"
8-8 2-2有 
两个0.08时 没有0.0087
21+0=21有
此时没有8+0=8没有",8,0,0,0,0,1,0,1,1,"0.08,0.12,0.08,0.26,0.14",0,"
","
","0.00,0.06,0.02,0.02,0.21",0,"
","
",,,,,,,,,,,,
132,"
","
",1853,平局,客胜,0.1207,主胜,0.062,,18,0,0,0,0,1,0,1,1,"0.08,0.12,0.08,0.26,0.14",0,"
","
","0.00,0.06,0.02,0.02,0.21",0,"
","
",,,,,,,,,,,,
132,"
","
",1189,主胜,客胜,0.0844,主胜,0.021,,10,0,0,0,0,1,0,1,1,"0.08,0.12,0.08,0.26,0.14",0,"
","
","0.00,0.06,0.02,0.02,0.21",0,"
","
",,,,,,,,,,,,
132,"
","
",1348,主胜,客胜,0.2642,主胜,0.0273,,28,0,0,0,0,1,0,1,1,"0.08,0.12,0.08,0.26,0.14",0,"
","
","0.00,0.06,0.02,0.02,0.21",0,"
","
",,,,,,,,,,,,
132,"
","
",1823,主胜,客胜,0.1484,主胜,0.2131,,35,0,0,0,0,1,0,1,1,"0.08,0.12,0.08,0.26,0.14",0,"
","
","0.00,0.06,0.02,0.02,0.21",0,"
","
",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,塞尔塔,2042,平局,客胜,0.2038,客胜,0.0045,"右边的 0-2-4没有  ！！虽然一个是在特殊位置，但是另外一个是三个连续的
这种3个2没有
20-20 2-2有 
2+0=2有
0.045有

20+0=20没有  20+2=20+2有",20,(9)5-14,(9)5-14,(0)19-19,,,,1,1,1,,,,,,,,,,,,,,,,,,,
133,,塞尔塔,2149,主胜,客胜,0.068,客胜,0.0299,,8,(0)2-2,(2)0-2,(2)0-2,,,,,1,1,,,,,,,,,,,,,,,,,,,
133,,塞尔塔,693,客胜,客胜,0.016,客胜,0.0427,,5,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
133,,塞尔塔,1537,客胜,客胜,0.2057,客胜,0.0226,,22,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
133,,塞尔塔,2206,主胜,客胜,0.3931,客胜,0.0263,,41,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,甘冈,2282,客胜,客胜,0.1892,客胜,0.1821,"0-2-4有，但是4-11-18有，两种同时有
 18=18没有 ！！18+0=18 有 另外一个18+0=18也有（这种可能只有一个？？）
这种0时 8-20 =11-0没有（要相等才行）
6+2=8有！！
",36,(7)5-12,(3)5-2,(10)2-12,,,,1,1,1,,,,,,,,,,,,,,,,,,,
134,,甘冈,693,客胜,客胜,0.016,客胜,0.0427,,5,(12)2-14,(5)2-7,(7)2-9,,,,,1,1,,,,,,,,,,,,,,,,,,,
134,,甘冈,2149,主胜,客胜,0.068,客胜,0.0299,,8,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
134,,甘冈,1555,客胜,客胜,0.0843,客胜,0.1135,,19,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
134,,甘冈,2042,平局,客胜,0.2038,客胜,0.0045,,20,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"
","
",2042,平局,客胜,0.2038,客胜,0.0045,"
这种0-2-4没有！！虽然一个在特殊位置，但是另外一个是三个递增
20=20没有 20+0=20 没有
20-20-2-2有
20+2=20+2 有
2+0=2有（全部在同一侧时有）",20,0,0,1,0,0,0,1,1,"0.20,0.06,0.01,0.18,0.20",0,"
","
","0.00,0.02,0.04,0.18,0.02",1,0.00|0.02|0.04,0.00|0.02|0.04,,,,,,,,,,,,
135,"
","
",2149,主胜,客胜,0.068,客胜,0.0299,,8,0,0,1,0,0,0,1,1,"0.20,0.06,0.01,0.18,0.20",0,"
","
","0.00,0.02,0.04,0.18,0.02",1,0.00|0.02|0.04,0.00|0.02|0.04,,,,,,,,,,,,
135,"
","
",693,客胜,客胜,0.016,客胜,0.0427,,5,0,0,1,0,0,0,1,1,"0.20,0.06,0.01,0.18,0.20",0,"
","
","0.00,0.02,0.04,0.18,0.02",1,0.00|0.02|0.04,0.00|0.02|0.04,,,,,,,,,,,,
135,"
","
",2282,客胜,客胜,0.1892,客胜,0.1821,,36,0,0,1,0,0,0,1,1,"0.20,0.06,0.01,0.18,0.20",0,"
","
","0.00,0.02,0.04,0.18,0.02",1,0.00|0.02|0.04,0.00|0.02|0.04,,,,,,,,,,,,
135,"
","
",1537,客胜,客胜,0.2057,客胜,0.0226,,22,0,0,1,0,0,0,1,1,"0.20,0.06,0.01,0.18,0.20",0,"
","
","0.00,0.02,0.04,0.18,0.02",1,0.00|0.02|0.04,0.00|0.02|0.04,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"
","
",2206,主胜,客胜,0.3931,客胜,0.0263,"39-39 2-2有
37+2=39 有 （只有一个）
这种0有 43-37 0-7没有 （要相等才有）
左边37-39-41 和39-41-43有1 个（因为有连续的三个）
右边的0-2-4没有 因为有一个在中间是连续三个
39+2=41 有 39+2=41有 39+2=39+2有",41,1,0,0,0,3,2,6,0,"0.39,0.39,0.41,0.43,0.37",1,0.37|0.39|0.41,0.37|0.39|0.41;0.39|0.41|0.43,"0.02,0.02,0.04,0.00,0.07",1,0.00|0.02|0.04,0.00|0.02|0.04,,,,,,,,,,,,
136,"
","
",2033,主胜,客胜,0.3935,客胜,0.02,,41,1,0,0,0,3,2,6,0,"0.39,0.39,0.41,0.43,0.37",1,0.37|0.39|0.41,0.37|0.39|0.41;0.39|0.41|0.43,"0.02,0.02,0.04,0.00,0.07",1,0.00|0.02|0.04,0.00|0.02|0.04,,,,,,,,,,,,
136,"
","
",2231,客胜,客胜,0.4198,客胜,0.047,,45,1,0,0,0,3,2,6,0,"0.39,0.39,0.41,0.43,0.37",1,0.37|0.39|0.41,0.37|0.39|0.41;0.39|0.41|0.43,"0.02,0.02,0.04,0.00,0.07",1,0.00|0.02|0.04,0.00|0.02|0.04,,,,,,,,,,,,
136,"
","
",2127,客胜,客胜,0.4359,客胜,0.0027,,43,1,0,0,0,3,2,6,0,"0.39,0.39,0.41,0.43,0.37",1,0.37|0.39|0.41,0.37|0.39|0.41;0.39|0.41|0.43,"0.02,0.02,0.04,0.00,0.07",1,0.00|0.02|0.04,0.00|0.02|0.04,,,,,,,,,,,,
136,"
","
",2083,客胜,客胜,0.3768,客胜,0.0781,,44,1,0,0,0,3,2,6,0,"0.39,0.39,0.41,0.43,0.37",1,0.37|0.39|0.41,0.37|0.39|0.41;0.39|0.41|0.43,"0.02,0.02,0.04,0.00,0.07",1,0.00|0.02|0.04,0.00|0.02|0.04,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"
","
",2083,客胜,客胜,0.3768,客胜,0.0781,"39-39 2-2有
30+7=37有
39+2=39+2没有（这种情况下39+2=41 才有）
39+2=30+11有
39+2=30+11有
整体大有",44,0,0,0,0,0,1,1,1,"0.37,0.39,0.39,0.25,0.30",0,"
","
","0.07,0.02,0.02,0.17,0.11",0,"
","
",,,,,,,,,,,,
137,"
","
",2206,主胜,客胜,0.3931,客胜,0.0263,,41,0,0,0,0,0,1,1,1,"0.37,0.39,0.39,0.25,0.30",0,"
","
","0.07,0.02,0.02,0.17,0.11",0,"
","
",,,,,,,,,,,,
137,"
","
",2033,主胜,客胜,0.3935,客胜,0.02,,41,0,0,0,0,0,1,1,1,"0.37,0.39,0.39,0.25,0.30",0,"
","
","0.07,0.02,0.02,0.17,0.11",0,"
","
",,,,,,,,,,,,
137,"
","
",358,客胜,客胜,0.2556,客胜,0.1762,,42,0,0,0,0,0,1,1,1,"0.37,0.39,0.39,0.25,0.30",0,"
","
","0.07,0.02,0.02,0.17,0.11",0,"
","
",,,,,,,,,,,,
137,"
","
",1809,平局,客胜,0.3063,客胜,0.1151,,41,0,0,0,0,0,1,1,1,"0.37,0.39,0.39,0.25,0.30",0,"
","
","0.07,0.02,0.02,0.17,0.11",0,"
","
",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"
","
",1503,主胜,主胜,0.4033,主胜,0.1016,"40+10=49没有
右边的 这种单独的特殊情况递增是没有的：10-0-5
左边的 这种单独的29-36-43 特殊情况是没有的 29-36-43
这种0 43-49 0-5 没有（要相等才行）
0-1-4-5有！！",50,0,0,0,1,1,0,2,0,"0.40,0.36,0.43,0.29,0.49",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.10,0.01,0.00,0.04,0.05",1,0.00|0.05|0.10,0.00|0.05|0.10,,,,,,,,,,,,
138,"
","
",843,主胜,主胜,0.3657,主胜,0.0175,,37,0,0,0,1,1,0,2,0,"0.40,0.36,0.43,0.29,0.49",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.10,0.01,0.00,0.04,0.05",1,0.00|0.05|0.10,0.00|0.05|0.10,,,,,,,,,,,,
138,"
","
",748,主胜,主胜,0.438,主胜,0.0052,,43,0,0,0,1,1,0,2,0,"0.40,0.36,0.43,0.29,0.49",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.10,0.01,0.00,0.04,0.05",1,0.00|0.05|0.10,0.00|0.05|0.10,,,,,,,,,,,,
138,"
","
",573,主胜,主胜,0.292,主胜,0.048,,33,0,0,0,1,1,0,2,0,"0.40,0.36,0.43,0.29,0.49",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.10,0.01,0.00,0.04,0.05",1,0.00|0.05|0.10,0.00|0.05|0.10,,,,,,,,,,,,
138,"
","
",1461,主胜,主胜,0.49,主胜,0.0586,,54,0,0,0,1,1,0,2,0,"0.40,0.36,0.43,0.29,0.49",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.10,0.01,0.00,0.04,0.05",1,0.00|0.05|0.10,0.00|0.05|0.10,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,特罗姆瑟,,700,主胜,主胜,0.1889,主胜,0.0756,"18=17没有
1+0=1有
右边的7-1-4有",25,(2)4-6,(3)7-4,(6)11-5,,,,2,0,0,,,,,,,,,,,,,,,,,,,
139,特罗姆瑟,,2267,平局,主胜,0.0895,主胜,0.0181,,9,(6)6-12,(17)1-18,(11)4-15,,,,,0,0,,,,,,,,,,,,,,,,,,,
139,特罗姆瑟,,1459,主胜,主胜,0.1203,主胜,0.1983,,31,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
139,特罗姆瑟,,1586,客胜,主胜,0.016,主胜,0.0054,,1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
139,特罗姆瑟,,802,主胜,主胜,0.1713,主胜,0.0477,,21,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,克卢日大学,2083,客胜,客胜,0.3768,客胜,0.0781,"30+7=37有（和 在最上面！！）
这种0 20-30 0-11没有（要相等才有）！！
7+11=18有
左边的递增：20-25-30有",44,(5)7-12,(3)2-5,(8)2-10,,,,1,1,1,,,,,,,,,,,,,,,,,,,
140,,克卢日大学,358,客胜,客胜,0.2556,客胜,0.1762,,42,(9)10-1,(16)17-1,(4)11-7,,,,,1,1,,,,,,,,,,,,,,,,,,,
140,,克卢日大学,2282,客胜,客胜,0.1892,客胜,0.1821,,36,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
140,,克卢日大学,2042,平局,客胜,0.2038,客胜,0.0045,,20,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
140,,克卢日大学,1809,平局,客胜,0.3063,客胜,0.1151,,41,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"
","
",2282,客胜,客胜,0.1892,客胜,0.1821,"上面一行的18=18没有
左边一列的18=18没有！！
下面一行的18=17没有

左边的：25-20-30 没有（因为是特殊位置）！
两个18-18 17-17有
三个18+18之间有一个 三个18+17之间有一个",36,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
141,"
","
",358,客胜,客胜,0.2556,客胜,0.1762,,42,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
141,"
","
",2042,平局,客胜,0.2038,客胜,0.0045,,20,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
141,"
","
",1809,平局,客胜,0.3063,客胜,0.1151,,41,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
141,"
","
",2027,客胜,客胜,0.1898,客胜,0.1786,,35,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"
","
",2282,客胜,客胜,0.1892,客胜,0.1821,"18=18没有  18=17没有 
全部为大有
18-17-18 没有
27+18=27+18有 18+17=18+17有",36,0,0,1,0,0,2,3,1,"0.18,0.25,0.16,0.30,0.27",0,"
","0.18,0.17,0.30,0.11,0.17",0,"
",,,,,,,,,,,,,,
142,"
","
",358,客胜,客胜,0.2556,客胜,0.1762,,42,0,0,1,0,0,2,3,1,"0.18,0.25,0.16,0.30,0.27",0,"
","0.18,0.17,0.30,0.11,0.17",0,"
",,,,,,,,,,,,,,
142,"
","
",1997,客胜,客胜,0.1686,客胜,0.3095,,46,0,0,1,0,0,2,3,1,"0.18,0.25,0.16,0.30,0.27",0,"
","0.18,0.17,0.30,0.11,0.17",0,"
",,,,,,,,,,,,,,
142,"
","
",1809,平局,客胜,0.3063,客胜,0.1151,,41,0,0,1,0,0,2,3,1,"0.18,0.25,0.16,0.30,0.27",0,"
","0.18,0.17,0.30,0.11,0.17",0,"
",,,,,,,,,,,,,,
142,"
","
",228,客胜,客胜,0.2751,客胜,0.1761,,44,0,0,1,0,0,2,3,1,"0.18,0.25,0.16,0.30,0.27",0,"
","0.18,0.17,0.30,0.11,0.17",0,"
",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"
","
",2220,客胜,主胜,0.0623,平局,0.0798,"全部为大有
6=7有
7=8有 
8+6=14有
7+6=13有
难道7-6-8没有(右边这种相差1的递增没有）？？",13,0,0,0,0,2,1,3,1,"0.06,0.18,0.14,0.12,0.23",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.07,0.06,0.13,0.16,0.08",1,0.06|0.07|0.08,0.06|0.07|0.08,,,,,,,,,,,,
143,"
","
",250,平局,主胜,0.1878,平局,0.0696,,24,0,0,0,0,2,1,3,1,"0.06,0.18,0.14,0.12,0.23",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.07,0.06,0.13,0.16,0.08",1,0.06|0.07|0.08,0.06|0.07|0.08,,,,,,,,,,,,
143,"
","
",1067,平局,主胜,0.141,平局,0.1394,,27,0,0,0,0,2,1,3,1,"0.06,0.18,0.14,0.12,0.23",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.07,0.06,0.13,0.16,0.08",1,0.06|0.07|0.08,0.06|0.07|0.08,,,,,,,,,,,,
143,"
","
",2047,平局,主胜,0.1243,平局,0.1643,,28,0,0,0,0,2,1,3,1,"0.06,0.18,0.14,0.12,0.23",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.07,0.06,0.13,0.16,0.08",1,0.06|0.07|0.08,0.06|0.07|0.08,,,,,,,,,,,,
143,"
","
",1120,主胜,主胜,0.2393,平局,0.0841,,31,0,0,0,0,2,1,3,1,"0.06,0.18,0.14,0.12,0.23",1,0.06|0.12|0.18,0.06|0.12|0.18,"0.07,0.06,0.13,0.16,0.08",1,0.06|0.07|0.08,0.06|0.07|0.08,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"
","
",170,主胜,主胜,0.4256,主胜,0.1909,"48-48 15-15有？？
42+5=48没有！！
48+15=48+15没有",61,1,0,1,0,0,0,2,0,"0.42,0.51,0.49,0.48,0.48",0,"
","
","0.19,0.07,0.05,0.15,0.15",0,"
","
","1.42,1.44,1.47,1.41,1.40",1,6,,,,,,,,,
144,"
","
",1310,主胜,主胜,0.5127,主胜,0.0735,,58,1,0,1,0,0,0,2,0,"0.42,0.51,0.49,0.48,0.48",0,"
","
","0.19,0.07,0.05,0.15,0.15",0,"
","
","1.42,1.44,1.47,1.41,1.40",1,6,,,,,,,,,
144,"
","
",1461,主胜,主胜,0.49,主胜,0.0586,,54,1,0,1,0,0,0,2,0,"0.42,0.51,0.49,0.48,0.48",0,"
","
","0.19,0.07,0.05,0.15,0.15",0,"
","
","1.42,1.44,1.47,1.41,1.40",1,6,,,,,,,,,
144,"
","
",972,主胜,主胜,0.4899,主胜,0.1584,,63,1,0,1,0,0,0,2,0,"0.42,0.51,0.49,0.48,0.48",0,"
","
","0.19,0.07,0.05,0.15,0.15",0,"
","
","1.42,1.44,1.47,1.41,1.40",1,6,,,,,,,,,
144,"
","
",868,主胜,主胜,0.4899,主胜,0.1584,,63,1,0,1,0,0,0,2,0,"0.42,0.51,0.49,0.48,0.48",0,"
","
","0.19,0.07,0.05,0.15,0.15",0,"
","
","1.42,1.44,1.47,1.41,1.40",1,6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,雷根斯堡,573,主胜,主胜,0.292,主胜,0.048,"29+10=40没有（要是39才有）
左边的29-36-43  18-29-40 一种
右边的1-4-7 4-7-10 一种，在另外两个位置连续三个时，是两种",,(4)11-7,(11)18-7,(1)4-3,,,,0,1,1,,,,,,,,,,,,,,,,,,,
145,,雷根斯堡,700,主胜,主胜,0.1889,主胜,0.0756,,,(0)3-3,(5)1-6,(8)1-9,,,,,1,1,,,,,,,,,,,,,,,,,,,
145,,雷根斯堡,843,主胜,主胜,0.3657,主胜,0.0175,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
145,,雷根斯堡,748,主胜,主胜,0.438,主胜,0.0052,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
145,,雷根斯堡,1503,主胜,主胜,0.4033,主胜,0.1016,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,哈韦尔斯,,799,客胜,主胜,0.18,客胜,0.12,"8-9-1-2有
18+1=19有
两边都有8和9 难道有8-9-8-9？？大概率是的",0.3,(8)1-9,(9)1-10,(3)10-7,,,,2,1,1,,,,,,,,,,,,,,,,,,,
146,哈韦尔斯,,2139,客胜,主胜,0.08,客胜,0.02,,0.1,(2)6-4,(5)6-1,(6)7-1,,,,,1,1,,,,,,,,,,,,,,,,,,,
146,哈韦尔斯,,1510,客胜,主胜,0.09,客胜,0.08,,0.17,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
146,哈韦尔斯,,1522,客胜,主胜,0.19,客胜,0.09,,0.28,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
146,哈韦尔斯,,1822,客胜,主胜,0.26,客胜,0.01,,0.27,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,曼海姆,,843,主胜,主胜,0.3657,主胜,0.0175,"0-0-0-1有！！！
36-43-29 没有",37,(0)7-7,(8)14-6,(18)20-2,,,,1,1,1,,,,,,,,,,,,,,,,,,,
147,曼海姆,,748,主胜,主胜,0.438,主胜,0.0052,,43,(2)1-3,(4)0-4,(4)0-4,,,,,1,1,,,,,,,,,,,,,,,,,,,
147,曼海姆,,573,主胜,主胜,0.292,主胜,0.048,,33,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
147,曼海姆,,2071,主胜,主胜,0.499,主胜,0.0025,,49,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
147,曼海姆,,1319,主胜,主胜,0.5163,主胜,0.0025,,51,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"
","
",748,主胜,主胜,0.438,主胜,0.0052,"
三个相等 没有
0-0、0-1有
0.51时 0.01没有
0.0052有
29-36-43有",43,0,0,1,0,2,0,3,1,"0.43,0.36,0.49,0.51,0.29",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.00,0.01,0.00,0.00,0.04",0,"
","
",,,,,,,,,,,,
148,"
","
",843,主胜,主胜,0.3657,主胜,0.0175,,37,0,0,1,0,2,0,3,1,"0.43,0.36,0.49,0.51,0.29",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.00,0.01,0.00,0.00,0.04",0,"
","
",,,,,,,,,,,,
148,"
","
",2071,主胜,主胜,0.499,主胜,0.0025,,49,0,0,1,0,2,0,3,1,"0.43,0.36,0.49,0.51,0.29",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.00,0.01,0.00,0.00,0.04",0,"
","
",,,,,,,,,,,,
148,"
","
",1319,主胜,主胜,0.5163,主胜,0.0025,,51,0,0,1,0,2,0,3,1,"0.43,0.36,0.49,0.51,0.29",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.00,0.01,0.00,0.00,0.04",0,"
","
",,,,,,,,,,,,
148,"
","
",573,主胜,主胜,0.292,主胜,0.048,,33,0,0,1,0,2,0,3,1,"0.43,0.36,0.49,0.51,0.29",1,0.29|0.36|0.43,0.29|0.36|0.43,"0.00,0.01,0.00,0.00,0.04",0,"
","
",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,SC维尔,799,客胜,主胜,0.1811,客胜,0.1238,"全部为大有
1-2-8-9有
左边 8=9相连时，右边的0.01没有！！
18+1=19有！！
两边都有8和9 难道有8-9-8-9？？",30,(8)1-9,(9)1-10,(3)10-7,,,,2,1,1,,,,,,,,,,,,,,,,,,,
149,,SC维尔,2139,客胜,主胜,0.0878,客胜,0.0208,,10,(2)6-4,(5)6-1,(6)7-1,,,,,1,1,,,,,,,,,,,,,,,,,,,
149,,SC维尔,1510,客胜,主胜,0.0948,客胜,0.0819,,17,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
149,,SC维尔,1522,客胜,主胜,0.1969,客胜,0.0967,,28,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
149,,SC维尔,1822,客胜,主胜,0.2626,客胜,0.0198,,27,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,科灵,79,主胜,客胜,0.0817,主胜,0.0087,"两个相同的8时 没有0.0087
8-8-2-2有
这种 8+0=8没有",8,(18)0-18,(10)4-14,(7)4-11,,,,1,1,1,,,,,,,,,,,,,,,,,,,
150,,科灵,1348,主胜,客胜,0.2642,主胜,0.0273,,28,(2)0-2,(4)0-4,(3)4-7,,,,,1,1,,,,,,,,,,,,,,,,,,,
150,,科灵,1189,主胜,客胜,0.0844,主胜,0.021,,10,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
150,,科灵,1853,平局,客胜,0.1207,主胜,0.062,,18,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
150,,科灵,185,主胜,客胜,0.2361,主胜,0.1321,,36,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,波卢斯堡,,358,客胜,客胜,0.2556,客胜,0.1762,"整体大有
25+17=39+2 没有！！
30+11=39+2 没有？？",42,(5)7-12,(5)12-7,(5)7-2,,,,3,1,1,,,,,,,,,,,,,,,,,,,
151,波卢斯堡,,2282,客胜,客胜,0.1892,客胜,0.1821,,36,(9)10-1,(3)4-7,(1)5-4,,,,,1,1,,,,,,,,,,,,,,,,,,,
151,波卢斯堡,,2083,客胜,客胜,0.3768,客胜,0.0781,,44,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
151,波卢斯堡,,1809,平局,客胜,0.3063,客胜,0.1151,,41,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
151,波卢斯堡,,2206,主胜,客胜,0.3931,客胜,0.0263,,41,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,阿姆斯特顿,966,主胜,平局,0.197,平局,0.0603,"13+6=19有
这种情况下：有19+6=25 
左边的：19-22-25有
右边这种情况：3-8-13没有！！（因为三个相连）
左边总体一个递增",25,(4)4-8,(4)2-6,(1)1-2,,,,2,0,1,,,,,,,,,,,,,,,,,,,
152,,阿姆斯特顿,260,平局,平局,0.3177,平局,0.036,,34,(4)3-7,(0)5-5,(5)0-5,,,,,0,1,,,,,,,,,,,,,,,,,,,
152,,阿姆斯特顿,1847,平局,平局,0.238,平局,0.1381,,36,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,
152,,阿姆斯特顿,792,客胜,平局,0.2517,平局,0.0898,,33,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,
152,,阿姆斯特顿,2002,平局,平局,0.2258,平局,0.1314,,35,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,
